dataset_kind,dataset_id,dataset_slug,dataset_name,country_code,country_name,disease_id,disease_name_en,disease_name_zh,category,date,year_month,cases,weekly_equiv_cases,deaths,incidence_rate_per_100k,incidence_rate_source,mortality_rate,primary_source_scope,primary_source_label,primary_source_url,primary_source_type,source_scopes,source_labels,source_urls,source_types
country,hk,hk,"Hong Kong, China",HK,"Hong Kong, China",D008,Hepatitis B,乙型肝炎,Viral,1997-10-01,1997-10,9,2.1,0,,missing_population,,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv
country,hk,hk,"Hong Kong, China",HK,"Hong Kong, China",D009,Hepatitis C,丙型肝炎,Viral,1997-10-01,1997-10,0,0.0,0,,missing_population,,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv
country,hk,hk,"Hong Kong, China",HK,"Hong Kong, China",D011,Hepatitis E,戊型肝炎,Viral,1997-10-01,1997-10,0,0.0,0,,missing_population,,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv
country,hk,hk,"Hong Kong, China",HK,"Hong Kong, China",D013,Poliomyelitis,脊髓灰质炎,Viral,1997-10-01,1997-10,0,0.0,0,,missing_population,,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv
country,hk,hk,"Hong Kong, China",HK,"Hong Kong, China",D017,Measles,麻疹,Viral,1997-10-01,1997-10,0,0.0,0,,missing_population,,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv
country,hk,hk,"Hong Kong, China",HK,"Hong Kong, China",D019,Rabies,狂犬病,Viral,1997-10-01,1997-10,0,0.0,0,,missing_population,,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv
country,hk,hk,"Hong Kong, China",HK,"Hong Kong, China",D021,Dengue,登革热,Viral,1997-10-01,1997-10,1,0.23333333333333334,0,,missing_population,,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv
country,hk,hk,"Hong Kong, China",HK,"Hong Kong, China",D025,Tuberculosis,肺结核,Bacterial,1997-10-01,1997-10,621,144.9,0,,missing_population,,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv
country,hk,hk,"Hong Kong, China",HK,"Hong Kong, China",D028,Pertussis,百日咳,Bacterial,1997-10-01,1997-10,2,0.4666666666666667,0,,missing_population,,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv
country,hk,hk,"Hong Kong, China",HK,"Hong Kong, China",D029,Diphtheria,白喉,Bacterial,1997-10-01,1997-10,0,0.0,0,,missing_population,,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv
country,hk,hk,"Hong Kong, China",HK,"Hong Kong, China",D031,Scarlet fever,猩红热,Bacterial,1997-10-01,1997-10,5,1.1666666666666665,0,,missing_population,,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv
country,hk,hk,"Hong Kong, China",HK,"Hong Kong, China",D037,Malaria,疟疾,Parasitic,1997-10-01,1997-10,6,1.4000000000000001,0,,missing_population,,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv
country,hk,hk,"Hong Kong, China",HK,"Hong Kong, China",D039,Mumps,流行性腮腺炎,Viral,1997-10-01,1997-10,1,0.23333333333333334,0,,missing_population,,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv
country,hk,hk,"Hong Kong, China",HK,"Hong Kong, China",D040,Rubella,风疹,Viral,1997-10-01,1997-10,19,4.433333333333334,0,,missing_population,,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv
country,hk,hk,"Hong Kong, China",HK,"Hong Kong, China",D042,Leprosy,麻风病,Bacterial,1997-10-01,1997-10,0,0.0,0,,missing_population,,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv
country,hk,hk,"Hong Kong, China",HK,"Hong Kong, China",D043,Typhus,流行性和地方性斑疹伤寒,Bacterial,1997-10-01,1997-10,0,0.0,0,,missing_population,,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv
country,hk,hk,"Hong Kong, China",HK,"Hong Kong, China",D059,Yellow fever,黄热病,Viral,1997-10-01,1997-10,0,0.0,0,,missing_population,,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv
country,hk,hk,"Hong Kong, China",HK,"Hong Kong, China",D071,Unspecified viral hepatitis,未明示的病毒性肝炎,Viral,1997-10-01,1997-10,2,0.4666666666666667,0,,missing_population,,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv
country,hk,hk,"Hong Kong, China",HK,"Hong Kong, China",D105,Shigellosis,志贺菌病,Bacterial,1997-10-01,1997-10,39,9.1,0,,missing_population,,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv
country,hk,hk,"Hong Kong, China",HK,"Hong Kong, China",D107,Legionellosis,军团菌病,Bacterial,1997-10-01,1997-10,1,0.23333333333333334,0,,missing_population,,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv
country,hk,hk,"Hong Kong, China",HK,"Hong Kong, China",D110,Meningococcal disease,脑膜炎球菌病,Bacterial,1997-10-01,1997-10,0,0.0,0,,missing_population,,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv
country,hk,hk,"Hong Kong, China",HK,"Hong Kong, China",D120,Tetanus,破伤风,Bacterial,1997-10-01,1997-10,0,0.0,0,,missing_population,,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv
country,hk,hk,"Hong Kong, China",HK,"Hong Kong, China",D124,Typhoid fever,伤寒,Bacterial,1997-10-01,1997-10,1,0.23333333333333334,0,,missing_population,,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv
country,hk,hk,"Hong Kong, China",HK,"Hong Kong, China",D145,Relapsing fever,回归热,Bacterial,1997-10-01,1997-10,0,0.0,0,,missing_population,,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv
country,hk,hk,"Hong Kong, China",HK,"Hong Kong, China",D165,Amebiasis,阿米巴病,Parasitic,1997-10-01,1997-10,3,0.7000000000000001,0,,missing_population,,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv
country,hk,hk,"Hong Kong, China",HK,"Hong Kong, China",D196,Foodborne disease outbreak,食源性疾病暴发,Bacterial,1997-10-01,1997-10,37,8.633333333333333,0,,missing_population,,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv
country,hk,hk,"Hong Kong, China",HK,"Hong Kong, China",D234,Paratyphoid fever,副伤寒,Bacterial,1997-10-01,1997-10,3,0.7000000000000001,0,,missing_population,,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv
country,hk,hk,"Hong Kong, China",HK,"Hong Kong, China",D001,Plague,鼠疫,Bacterial,1997-11-01,1997-11,0,0.0,0,,missing_population,,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv
country,hk,hk,"Hong Kong, China",HK,"Hong Kong, China",D002,Cholera,霍乱,Bacterial,1997-11-01,1997-11,0,0.0,0,,missing_population,,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv
country,hk,hk,"Hong Kong, China",HK,"Hong Kong, China",D007,Hepatitis A,甲型肝炎,Viral,1997-11-01,1997-11,61,13.774193548387096,0,,missing_population,,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv
country,hk,hk,"Hong Kong, China",HK,"Hong Kong, China",D008,Hepatitis B,乙型肝炎,Viral,1997-11-01,1997-11,11,2.4838709677419355,0,,missing_population,,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv
country,hk,hk,"Hong Kong, China",HK,"Hong Kong, China",D009,Hepatitis C,丙型肝炎,Viral,1997-11-01,1997-11,0,0.0,0,,missing_population,,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv
country,hk,hk,"Hong Kong, China",HK,"Hong Kong, China",D011,Hepatitis E,戊型肝炎,Viral,1997-11-01,1997-11,2,0.45161290322580644,0,,missing_population,,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv
country,hk,hk,"Hong Kong, China",HK,"Hong Kong, China",D013,Poliomyelitis,脊髓灰质炎,Viral,1997-11-01,1997-11,0,0.0,0,,missing_population,,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv
country,hk,hk,"Hong Kong, China",HK,"Hong Kong, China",D017,Measles,麻疹,Viral,1997-11-01,1997-11,4,0.9032258064516129,0,,missing_population,,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv
country,hk,hk,"Hong Kong, China",HK,"Hong Kong, China",D019,Rabies,狂犬病,Viral,1997-11-01,1997-11,0,0.0,0,,missing_population,,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv
country,hk,hk,"Hong Kong, China",HK,"Hong Kong, China",D021,Dengue,登革热,Viral,1997-11-01,1997-11,3,0.6774193548387096,0,,missing_population,,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv
country,hk,hk,"Hong Kong, China",HK,"Hong Kong, China",D025,Tuberculosis,肺结核,Bacterial,1997-11-01,1997-11,640,144.51612903225805,0,,missing_population,,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv
country,hk,hk,"Hong Kong, China",HK,"Hong Kong, China",D028,Pertussis,百日咳,Bacterial,1997-11-01,1997-11,1,0.22580645161290322,0,,missing_population,,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv
country,hk,hk,"Hong Kong, China",HK,"Hong Kong, China",D029,Diphtheria,白喉,Bacterial,1997-11-01,1997-11,0,0.0,0,,missing_population,,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv
country,hk,hk,"Hong Kong, China",HK,"Hong Kong, China",D031,Scarlet fever,猩红热,Bacterial,1997-11-01,1997-11,1,0.22580645161290322,0,,missing_population,,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv
country,hk,hk,"Hong Kong, China",HK,"Hong Kong, China",D037,Malaria,疟疾,Parasitic,1997-11-01,1997-11,4,0.9032258064516129,0,,missing_population,,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv
country,hk,hk,"Hong Kong, China",HK,"Hong Kong, China",D039,Mumps,流行性腮腺炎,Viral,1997-11-01,1997-11,3,0.6774193548387096,0,,missing_population,,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv
country,hk,hk,"Hong Kong, China",HK,"Hong Kong, China",D040,Rubella,风疹,Viral,1997-11-01,1997-11,9,2.032258064516129,0,,missing_population,,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv
country,hk,hk,"Hong Kong, China",HK,"Hong Kong, China",D042,Leprosy,麻风病,Bacterial,1997-11-01,1997-11,0,0.0,0,,missing_population,,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv
country,hk,hk,"Hong Kong, China",HK,"Hong Kong, China",D043,Typhus,流行性和地方性斑疹伤寒,Bacterial,1997-11-01,1997-11,0,0.0,0,,missing_population,,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv
country,hk,hk,"Hong Kong, China",HK,"Hong Kong, China",D059,Yellow fever,黄热病,Viral,1997-11-01,1997-11,0,0.0,0,,missing_population,,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv
country,hk,hk,"Hong Kong, China",HK,"Hong Kong, China",D071,Unspecified viral hepatitis,未明示的病毒性肝炎,Viral,1997-11-01,1997-11,2,0.45161290322580644,0,,missing_population,,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv
country,hk,hk,"Hong Kong, China",HK,"Hong Kong, China",D105,Shigellosis,志贺菌病,Bacterial,1997-11-01,1997-11,24,5.419354838709677,0,,missing_population,,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv
country,hk,hk,"Hong Kong, China",HK,"Hong Kong, China",D107,Legionellosis,军团菌病,Bacterial,1997-11-01,1997-11,0,0.0,0,,missing_population,,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv
